id,character,reading,sound_elem,is_primary
4827,"膄","수",,1
4828,"膸","수",,1
4829,"臹","수",,1
4830,"茱","수",,1
4831,"蒐","수",,1
4832,"蓚","수",,1
4833,"藪","수",,1
4834,"袖","수",,1
4835,"詶","수",,1
4836,"詶","주",,0
4837,"誰","수",,1
4838,"讎","수",,1
4839,"讐","수",,1
4840,"豎","수",,1
4841,"賥","수",,1
4842,"輸","수",,1
4843,"遂","수",,1
4844,"邃","수",,1
4845,"鄋","수",,1
4846,"酬","수",,1
4847,"銖","수",,1
4848,"銹","수",,1
4849,"鎀","수",,1
4850,"陏","수",,1
4851,"陏","타",,0
4852,"陲","수",,1
4853,"隋","수",,1
4854,"隧","수",,1
4855,"隨","수",,1
4856,"雖","수",,1
4857,"需","수",,1
4858,"需","유",,0
4859,"須","수",,1
4860,"颼","수",,1
4861,"饈","수",,1
4862,"首","수",,1
4863,"髓","수",,1
4864,"鬚","수",,1
4865,"俶","숙",,1
4866,"倏","숙",,1
4867,"儵","숙",,1
4868,"叔","숙",,1
4869,"埱","숙",,1
4870,"塾","숙",,1
4871,"夙","숙",,1
4872,"婌","숙",,1
4873,"孰","숙",,1
4874,"橚","숙",,1
4875,"淑","숙",,1
4876,"潚","숙",,1
4877,"熟","숙",,1
4878,"琡","숙",,1
4879,"璹","숙",,1
4880,"稤","숙",,1
4881,"肅","숙",,1
4882,"菽","숙",,1
4883,"驌","숙",,1
4884,"鷫","숙",,1
4885,"侚","순",,1
4886,"姰","순",,1
4887,"峋","순",,1
4888,"巡","순",,1
4889,"徇","순",,1
4890,"循","순",,1
4891,"恂","순",,1
4892,"揗","순",,1
4893,"旬","순",,1
4894,"栒","순",,1
4895,"楯","순",,1
4896,"橓","순",,1
4897,"殉","순",,1
4898,"洵","순",,1
4899,"淳","순",,1
4900,"漘","순",,1
4901,"珣","순",,1
4902,"畃","순",,1
4903,"盹","순",,1
4904,"盾","순",,1
4905,"眴","순",,1
4906,"瞬","순",,1
4907,"笋","순",,1
4908,"筍","순",,1
4909,"紃","순",,1
4910,"純","순",,1
4911,"純","준",,0
4912,"肫","순",,1
4913,"脣","순",,1
4914,"舜","순",,1
4915,"荀","순",,1
4916,"蓴","순",,1
4917,"蕣","순",,1
4918,"衠","순",,1
4919,"詢","순",,1
4920,"諄","순",,1
4921,"郇","순",,1
4922,"醇","순",,1
4923,"錞","순",,1
4924,"順","순",,1
4925,"馴","순",,1
4926,"駨","순",,1
4927,"鬊","순",,1
4928,"鶉","순",,1
4929,"戌","술",,1
4930,"沭","술",,1
4931,"珬","술",,1
4932,"絉","술",,1
4933,"荗","술",,1
4934,"術","술",,1
4935,"述","술",,1
4936,"鉥","술",,1
4937,"崇","숭",,1
4938,"崧","숭",,1
4939,"嵩","숭",,1
4940,"菘","숭",,1
4941,"倅","쉬",,1
4942,"淬","쉬",,1
4943,"焠","쉬",,1
4944,"璱","슬",,1
4945,"膝","슬",,1
4946,"虱","슬",,1
4947,"蝨","슬",,1
4948,"慴","습",,1
4949,"拾","습",,1
4950,"拾","십",,0
4951,"槢","습",,1
4952,"濕","습",,1
4953,"熠","습",,1
4954,"習","습",,1
4955,"褶","습",,1
4956,"襲","습",,1
4957,"隰","습",,1
4958,"丞","승",,1
4959,"乘","승",,1
4960,"僧","승",,1
4961,"升","승",,1
4962,"呏","승",,1
4963,"塍","승",,1
4964,"嵊","승",,1
4965,"枡","승",,1
4966,"榺","승",,1
4967,"氶","승",,1
4968,"洆","승",,1
4969,"繩","승",,1
4970,"蠅","승",,1
4971,"阩","승",,1
4972,"陞","승",,1
4973,"陹","승",,1
4974,"鬙","승",,1
4975,"鵿","승",,1
4976,"侍","시",,1
4977,"偲","시",,1
4978,"兕","시",,1
4979,"匙","시",,1
4980,"厮","시",,1
4981,"啻","시",,1
4982,"嘶","시",,1
4983,"塒","시",,1
4984,"始","시",,1
4985,"媞","시",,1
4986,"媞","제",,0
4987,"媤","시",,1
4988,"尸","시",,1
4989,"屍","시",,1
4990,"屎","시",,1
4991,"屎","히",,0
4992,"崼","시",,1
4993,"市","시",,1
4994,"廝","시",,1
4995,"弒","시",,1
4996,"徥","시",,1
4997,"恃","시",,1
4998,"施","시",,1
4999,"旹","시",,1
5000,"是","시",,1
5001,"時","시",,1
5002,"枲","시",,1
5003,"枾","시",,1
5004,"柴","시",,1
5005,"柹","시",,1
5006,"柿","시",,1
5007,"榯","시",,1
5008,"毸","시",,1
5009,"沶","시",,1
5010,"湤","시",,1
5011,"溡","시",,1
5012,"漦","시",,1
5013,"澌","시",,1
5014,"猜","시",,1
5015,"眂","시",,1
5016,"眎","시",,1
5017,"矢","시",,1
5018,"示","시",,1
5019,"禔","시",,1
5020,"禔","제",,0
5021,"禔","지",,0
5022,"絁","시",,1
5023,"緦","시",,1
5024,"翅","시",,1
5025,"翤","시",,1
5026,"蒔","시",,1
5027,"蓍","시",,1
5028,"視","시",,1
5029,"試","시",,1
5030,"詩","시",,1
5031,"諟","시",,1
5032,"諟","체",,0
5033,"諡","시",,1
5034,"諰","시",,1
5035,"豉","시",,1
5036,"豕","시",,1
5037,"豺","시",,1
5038,"邿","시",,1
5039,"釃","시",,1
5040,"鍉","시",,1
5041,"顋","시",,1
5042,"埴","식",,1
5043,"媳","식",,1
5044,"寔","식",,1
5045,"式","식",,1
5046,"息","식",,1
5047,"拭","식",,1
5048,"栻","식",,1
5049,"植","식",,1
5050,"殖","식",,1
5051,"湜","식",,1
5052,"熄","식",,1
5053,"篒","식",,1
5054,"蝕","식",,1
5055,"識","식",,1
5056,"識","지",,0
5057,"軾","식",,1
5058,"鄎","식",,1
5059,"鉽","식",,1
5060,"食","식",,1
5061,"飾","식",,1
5062,"伸","신",,1
5063,"侁","신",,1
5064,"信","신",,1
5065,"兟","신",,1
5066,"呻","신",,1
5067,"哂","신",,1
5068,"囟","신",,1
5069,"姺","신",,1
5070,"娠","신",,1
5071,"宸","신",,1
5072,"弞","신",,1
5073,"新","신",,1
5074,"晨","신",,1
5075,"汛","신",,1
5076,"滇","신",,1
5077,"滇","진",,0
5078,"濜","신",,1
5079,"濜","진",,0
5080,"燊","신",,1
5081,"燼","신",,1
5082,"璶","신",,1
5083,"甡","신",,1
5084,"矧","신",,1
5085,"神","신",,1
5086,"紳","신",,1
5087,"脤","신",,1
5088,"腎","신",,1
5089,"臣","신",,1
5090,"莘","신",,1
5091,"薪","신",,1
5092,"藎","신",,1
5093,"蜃","신",,1
5094,"訊","신",,1
5095,"訫","신",,1
5096,"贐","신",,1
5097,"身","신",,1
5098,"辛","신",,1
5099,"辰","신",,1
5100,"辰","진",,0
5101,"迅","신",,1
5102,"鋠","신",,1
5103,"頣","신",,1
5104,"駪","신",,1
5105,"失","실",,1
5106,"実","실",,1
5107,"室","실",,1
5108,"實","실",,1
5109,"實","지",,0
5110,"悉","실",,1
5111,"蟋","실",,1
5112,"伈","심",,1
5113,"審","심",,1
5114,"尋","심",,1
5115,"心","심",,1
5116,"愖","심",,1
5117,"沁","심",,1
5118,"沈","심",,1
5119,"沈","침",,0
5120,"深","심",,1
5121,"潯","심",,1
5122,"瀋","심",,1
5123,"灊","심",,1
5124,"灊","첨",,0
5125,"燖","심",,1
5126,"甚","심",,1
5127,"芯","심",,1
5128,"葚","심",,1
5129,"諗","심",,1
5130,"諶","심",,1
5131,"讅","심",,1
5132,"鄩","심",,1
5133,"鐔","심",,1
5134,"鱏","심",,1
5135,"什","십",,1
5136,"什","집",,0
5137,"十","십",,1
5138,"双","쌍",,1
5139,"雙","쌍",,1
5140,"氏","씨",,1
5141,"丫","아",,1
5142,"亜","아",,1
5143,"亞","아",,1
5144,"俄","아",,1
5145,"児","아",,1
5146,"哦","아",,1
5147,"啊","아",,1
5148,"啞","아",,1
5149,"妸","아",,1
5150,"妿","아",,1
5151,"娥","아",,1
5152,"娿","아",,1
5153,"婀","아",,1
5154,"婭","아",,1
5155,"孲","아",,1
5156,"峨","아",,1
5157,"峩","아",,1
5158,"庌","아",,1
5159,"枒","아",,1
5160,"椏","아",,1
5161,"牙","아",,1
5162,"猗","아",,1
5163,"猗","의",,0
5164,"玡","아",,1
5165,"珴","아",,1
5166,"疋","아",,1
5167,"疋","필",,0
5168,"疴","아",,1
5169,"皒","아",,1
5170,"睋","아",,1
5171,"砑","아",,1
5172,"硪","아",,1
5173,"笌","아",,1
5174,"芽","아",,1
5175,"莪","아",,1
5176,"蛾","아",,1
5177,"衙","아",,1
5178,"襾","아",,1
5179,"訝","아",,1
5180,"誐","아",,1
5181,"迓","아",,1
5182,"鈳","아",,1
5183,"錏","아",,1
5184,"阿","아",,1
5185,"餓","아",,1
5186,"鴉","아",,1
5187,"鵝","아",,1
5188,"鵞","아",,1
5189,"偓","악",,1
5190,"咢","악",,1
5191,"喔","악",,1
5192,"噩","악",,1
5193,"堊","악",,1
5194,"岳","악",,1
5195,"嶽","악",,1
5196,"幄","악",,1
5197,"惡","악",,1
5198,"惡","오",,0
5199,"愕","악",,1
5200,"握","악",,1
5201,"渥","악",,1
5202,"腭","악",,1
5203,"萼","악",,1
5204,"覨","악",,1
5205,"諤","악",,1
5206,"鄂","악",,1
5207,"鍔","악",,1
5208,"顎","악",,1
5209,"鰐","악",,1
5210,"鶚","악",,1
5211,"齶","악",,1
5212,"齷","악",,1
5213,"侒","안",,1
5214,"妟","안",,1
5215,"姲","안",,1
5216,"婩","안",,1
5217,"岸","안",,1
5218,"按","안",,1
5219,"晏","안",,1
5220,"案","안",,1
5221,"桉","안",,1
5222,"洝","안",,1
5223,"犴","안",,1
5224,"眼","안",,1
5225,"錌","안",,1
5226,"雁","안",,1
5227,"鞍","안",,1
5228,"顔","안",,1
5229,"鮟","안",,1
5230,"鴈","안",,1
5231,"嘎","알",,1
5232,"揠","알",,1
5233,"斡","알",,1
5234,"穵","알",,1
5235,"訐","알",,1
5236,"謁","알",,1
5237,"軋","알",,1
5238,"遏","알",,1
5239,"閼","알",,1
5240,"頞","알",,1
5241,"鴶","알",,1
5242,"唵","암",,1
5243,"啽","암",,1
5244,"媕","암",,1
5245,"岩","암",,1
5246,"嵒","암",,1
5247,"嵓","암",,1
5248,"巖","암",,1
5249,"庵","암",,1
5250,"晻","암",,1
5251,"暗","암",,1
5252,"癌","암",,1
5253,"腤","암",,1
5254,"菴","암",,1
5255,"葊","암",,1
5256,"蓭","암",,1
5257,"諳","암",,1
5258,"闇","암",,1
5259,"頷","암",,1
5260,"馣","암",,1
5261,"黯","암",,1
5262,"壓","압",,1
5263,"押","압",,1
5264,"狎","압",,1
5265,"鴨","압",,1
5266,"仰","앙",,1
5267,"卬","앙",,1
5268,"坱","앙",,1
5269,"央","앙",,1
5270,"怏","앙",,1
5271,"昂","앙",,1
5272,"昻","앙",,1
5273,"枊","앙",,1
5274,"柍","앙",,1
5275,"柍","영",,0
5276,"殃","앙",,1
5277,"泱","앙",,1
5278,"炴","앙",,1
5279,"盎","앙",,1
5280,"秧","앙",,1
5281,"詇","앙",,1
5282,"鞅","앙",,1
5283,"鴦","앙",,1
5284,"僾","애",,1
5285,"厓","애",,1
5286,"哀","애",,1
5287,"唉","애",,1
5288,"啀","애",,1
5289,"噯","애",,1
5290,"埃","애",,1
5291,"娭","애",,1
5292,"娾","애",,1
5293,"崕","애",,1
5294,"崖","애",,1
5295,"愛","애",,1
5296,"挨","애",,1
5297,"捱","애",,1
5298,"敱","애",,1
5299,"曖","애",,1
5300,"欸","애",,1
5301,"涯","애",,1
5302,"漄","애",,1
5303,"獃","애",,1
5304,"璦","애",,1
5305,"皚","애",,1
5306,"睚","애",,1
5307,"瞹","애",,1
5308,"碍","애",,1
5309,"磑","애",,1
5310,"礙","애",,1
5311,"艾","애",,1
5312,"艾","예",,0
5313,"薆","애",,1
5314,"藹","애",,1
5315,"譪","애",,1
5316,"隘","애",,1
5317,"靄","애",,1
5318,"靉","애",,1
5319,"騃","애",,1
5320,"厄","액",,1
5321,"呝","액",,1
5322,"戹","액",,1
5323,"扼","액",,1
5324,"掖","액",,1
5325,"搤","액",,1
5326,"液","액",,1
5327,"縊","액",,1
5328,"腋","액",,1
5329,"阨","액",,1
5330,"額","액",,1
5331,"嚶","앵",,1
5332,"嫈","앵",,1
5333,"櫻","앵",,1
5334,"罃","앵",,1
5335,"罌","앵",,1
5336,"鶯","앵",,1
5337,"鸎","앵",,1
5338,"鸚","앵",,1
5339,"也","야",,1
5340,"倻","야",,1
5341,"冶","야",,1
5342,"埜","야",,1
5343,"夜","야",,1
5344,"惹","야",,1
5345,"捓","야",,1
5346,"揶","야",,1
5347,"椰","야",,1
5348,"爺","야",,1
5349,"琊","야",,1
5350,"耶","야",,1
5351,"若","야",,1
5352,"若","약",,0
5353,"弱","약",,1
5354,"爚","약",,1
5355,"禴","약",,1
5356,"篛","약",,1
5357,"籥","약",,1
5358,"約","약",,1
5359,"約","요",,0
5360,"葯","약",,1
5361,"蒻","약",,1
5362,"藥","약",,1
5363,"躍","약",,1
5364,"鑰","약",,1
5365,"鶸","약",,1
5366,"龠","약",,1
5367,"佯","양",,1
5368,"壤","양",,1
5369,"孃","양",,1
5370,"徉","양",,1
5371,"恙","양",,1
5372,"懩","양",,1
5373,"揚","양",,1
5374,"攘","양",,1
5375,"敭","양",,1
5376,"昜","양",,1
5377,"暘","양",,1
5378,"椋","양",,1
5379,"洋","양",,1
5380,"漾","양",,1
5381,"瀁","양",,1
5382,"瀼","양",,1
5383,"烊","양",,1
5384,"煬","양",,1
5385,"痒","양",,1
5386,"瘍","양",,1
5387,"癢","양",,1
5388,"眻","양",,1
5389,"禳","양",,1
5390,"穰","양",,1
5391,"羊","양",,1
5392,"羏","양",,1
5393,"羕","양",,1
5394,"蘘","양",,1
5395,"襄","양",,1
5396,"諹","양",,1
5397,"讓","양",,1
5398,"輰","양",,1
5399,"釀","양",,1
5400,"鍚","양",,1
5401,"鑲","양",,1
5402,"陽","양",,1
5403,"颺","양",,1
5404,"養","양",,1
5405,"驤","양",,1
5406,"唹","어",,1
5407,"圄","어",,1
5408,"圉","어",,1
5409,"御","어",,1
5410,"敔","어",,1
5411,"於","어",,1
5412,"淤","어",,1
5413,"漁","어",,1
5414,"瘀","어",,1
5415,"禦","어",,1
5416,"語","어",,1
5417,"飫","어",,1
5418,"馭","어",,1
5419,"魚","어",,1
5420,"齬","어",,1
5421,"億","억",,1
5422,"憶","억",,1
5423,"抑","억",,1
5424,"檍","억",,1
5425,"繶","억",,1
5426,"臆","억",,1
5427,"偃","언",,1
5428,"傿","언",,1
5429,"匽","언",,1
5430,"嘕","언",,1
5431,"堰","언",,1
5432,"嫣","언",,1
5433,"嵃","언",,1
5434,"彥","언",,1
5435,"彦","언",,1
5436,"漹","언",,1
5437,"焉","언",,1
5438,"言","언",,1
5439,"諺","언",,1
5440,"讞","언",,1
5441,"郾","언",,1
5442,"鄢","언",,1
5443,"鶠","언",,1
5444,"鼴","언",,1
5445,"鼹","언",,1
5446,"乻","늘",,1
5447,"乻","얼",,0
5448,"孼","얼",,1
5449,"糱","얼",,1
5450,"糵","얼",,1
5451,"臬","얼",,1
5452,"蘖","얼",,1
5453,"俺","엄",,1
5454,"儼","엄",,1
5455,"厳","엄",,1
5456,"嚴","엄",,1
5457,"奄","엄",,1
5458,"崦","엄",,1
5459,"广","엄",,1
5460,"掩","엄",,1
5461,"曮","엄",,1
5462,"淹","엄",,1
5463,"罨","엄",,1
5464,"醃","엄",,1
5465,"閹","엄",,1
5466,"龑","엄",,1
5467,"嶪","업",,1
5468,"嶫","업",,1
5469,"業","업",,1
5470,"鄴","업",,1
5471,"恚","에",,1
5472,"曀","에",,1
5473,"円","엔",,1
5474,"予","여",,1
5475,"伃","여",,1
5476,"余","여",,1
5477,"侞","여",,1
5478,"女","녀",,1
5479,"女","여",,0
5480,"如","여",,1
5481,"妤","여",,1
5482,"忬","여",,1
5483,"悇","여",,1
5484,"歟","여",,1
5485,"汝","여",,1
5486,"洳","여",,1
5487,"璵","여",,1
5488,"礖","여",,1
5489,"舁","여",,1
5490,"與","여",,1
5491,"艅","여",,1
5492,"茹","여",,1
5493,"輿","여",,1
5494,"轝","여",,1
5495,"餘","여",,1
5496,"亦","역",,1
5497,"域","역",,1
5498,"嶧","역",,1
5499,"役","역",,1
5500,"惄","녁",,1
5501,"惄","역",,0
5502,"懌","역",,1
5503,"易","역",,1
5504,"易","이",,0
5505,"晹","역",,1
5506,"曎","역",,1
5507,"淢","역",,1
5508,"疫","역",,1
5509,"繹","역",,1
5510,"譯","역",,1
5511,"逆","역",,1
5512,"閾","역",,1
5513,"驛","역",,1
5514,"兖","연",,1
5515,"兗","연",,1
5516,"嚥","연",,1
5517,"囦","연",,1
5518,"埏","연",,1
5519,"堧","연",,1
5520,"壖","연",,1
5521,"妍","연",,1
5522,"姢","연",,1
5523,"姸","연",,1
5524,"娟","연",,1
5525,"娫","연",,1
5526,"嬿","연",,1
5527,"宴","연",,1
5528,"年","년",,1
5529,"年","연",,0
5530,"悁","연",,1
5531,"戭","연",,1
5532,"戭","인",,0
5533,"抁","연",,1
5534,"挻","연",,1
5535,"捐","연",,1
5536,"掾","연",,1
5537,"撚","년",,1
5538,"撚","연",,0
5539,"曣","연",,1
5540,"棩","연",,1
5541,"椽","연",,1
5542,"橪","연",,1
5543,"櫞","연",,1
5544,"沇","연",,1
5545,"沇","윤",,0
5546,"沿","연",,1
5547,"涎","연",,1
5548,"涓","연",,1
5549,"淵","연",,1
5550,"渊","연",,1
5551,"渷","연",,1
5552,"灁","연",,1
5553,"烟","연",,1
5554,"然","연",,1
5555,"煙","연",,1
5556,"燃","연",,1
5557,"珚","연",,1
5558,"瑌","연",,1
5559,"瓀","연",,1
5560,"硏","연",,1
5561,"硯","연",,1
5562,"碝","연",,1
5563,"碾","년",,1
5564,"碾","연",,0
5565,"秊","년",,1
5566,"秊","연",,0
5567,"筵","연",,1
5568,"緣","연",,1
5569,"縯","연",,1
5570,"耎","연",,1
5571,"肙","연",,1
5572,"胭","연",,1
5573,"臙","연",,1
5574,"莚","연",,1
5575,"蜵","연",,1
5576,"蠕","연",,1
5577,"衍","연",,1
5578,"讌","연",,1
5579,"軟","연",,1
5580,"輭","연",,1
5581,"郔","연",,1
5582,"酀","연",,1
5583,"醼","연",,1
5584,"鉛","연",,1
5585,"鋋","연",,1
5586,"鳶","연",,1
5587,"咽","열",,1
5588,"咽","인",,0
5589,"噎","열",,1
5590,"悅","열",,1
5591,"涅","녈",,1
5592,"涅","열",,0
5593,"潱","열",,1
5594,"熱","열",,1
5595,"閱","열",,1
5596,"冉","염",,1
5597,"厭","염",,1
5598,"嬮","염",,1
5599,"念","념",,1
5600,"念","염",,0
5601,"恬","념",,1
5602,"恬","염",,0
5603,"懕","염",,1
5604,"扊","염",,1
5605,"拈","념",,1
5606,"拈","염",,0
5607,"捻","념",,1
5608,"捻","염",,0
5609,"染","염",,1
5610,"檿","염",,1
5611,"灩","염",,1
5612,"焰","염",,1
5613,"猒","염",,1
5614,"琰","염",,1
5615,"艶","염",,1
5616,"艷","염",,1
5617,"苒","염",,1
5618,"閻","염",,1
5619,"饜","염",,1
5620,"髥","염",,1
5621,"魘","염",,1
5622,"鹽","염",,1
5623,"黶","염",,1
5624,"偞","엽",,1
5625,"惗","녑",,1
5626,"惗","엽",,0
5627,"曄","엽",,1
5628,"曅","엽",,1
5629,"枼","엽",,1
5630,"熀","엽",,1
5631,"熀","황",,0
5632,"燁","엽",,1
5633,"爗","엽",,1
5634,"瞱","엽",,1
5635,"靨","엽",,1
5636,"佞","녕",,1
5637,"佞","영",,0
5638,"偀","영",,1
5639,"儜","녕",,1
5640,"儜","영",,0
5641,"咏","영",,1
5642,"嚀","녕",,1
5643,"嚀","영",,0
5644,"塋","영",,1
5645,"嬰","영",,1
5646,"嬴","영",,1
5647,"孾","영",,1
5648,"寗","녕",,1
5649,"寗","영",,0
5650,"寧","녕",,1
5651,"寧","영",,0
5652,"嶸","영",,1
5653,"廮","영",,1
5654,"影","영",,1
5655,"攖","영",,1
5656,"暎","영",,1
5657,"朠","영",,1
5658,"栄","영",,1
5659,"栐","영",,1
5660,"楹","영",,1
5661,"泳","영",,1
5662,"浧","영",,1
5663,"渶","영",,1
5664,"潁","영",,1
5665,"濘","녕",,1
5666,"濘","영",,0
5667,"濚","영",,1
5668,"濴","영",,1
5669,"瀛","영",,1
5670,"瀯","영",,1
5671,"瀴","영",,1
5672,"煐","영",,1
5673,"營","영",,1
5674,"獰","녕",,1
5675,"獰","영",,0
5676,"瑛","영",,1
5677,"瑩","영",,1
5678,"瑩","형",,0
5679,"瓔","영",,1
5680,"甯","녕",,1
5681,"甯","영",,0
5682,"癭","영",,1
5683,"盈","영",,1
5684,"碤","영",,1
5685,"禜","영",,1
5686,"穎","영",,1
5687,"縈","영",,1
5688,"纓","영",,1
5689,"荣","영",,1
5690,"蠑","영",,1
5691,"詠","영",,1
5692,"謍","영",,1
5693,"賏","영",,1
5694,"贏","영",,1
5695,"迎","영",,1
5696,"郢","영",,1
5697,"鍈","영",,1
5698,"鐛","영",,1
5699,"霙","영",,1
5700,"韺","영",,1
5701,"乂","예",,1
5702,"倪","예",,1
5703,"刈","예",,1
5704,"勩","예",,1
5705,"医","예",,1
5706,"医","의",,0
5707,"叡","예",,1
5708,"呭","예",,1
5709,"囈","예",,1
5710,"埶","예",,1
5711,"堄","예",,1
5712,"壡","예",,1
5713,"婗","예",,1
5714,"嫕","예",,1
5715,"嫛","예",,1
5716,"帠","예",,1
5717,"拽","예",,1
5718,"掜","예",,1
5719,"曳","예",,1
5720,"枍","예",,1
5721,"枘","예",,1
5722,"橤","예",,1
5723,"汭","예",,1
5724,"淣","예",,1
5725,"濊","예",,1
5726,"猊","예",,1
5727,"獩","예",,1
5728,"玴","예",,1
5729,"瘱","예",,1
5730,"睨","예",,1
5731,"睿","예",,1
5732,"瞖","예",,1
5733,"穢","예",,1
5734,"繄","예",,1
5735,"繠","예",,1
5736,"羿","예",,1
5737,"翳","예",,1
5738,"芮","예",,1
5739,"芸","운",,1
5740,"芸","예",,0
5741,"蓺","예",,1
5742,"蕊","예",,1
5743,"薉","예",,1
5744,"藝","예",,1
5745,"蘂","예",,1
5746,"蚋","예",,1
5747,"蜺","예",,1
5748,"裔","예",,1
5749,"詍","예",,1
5750,"詣","예",,1
5751,"譽","예",,1
5752,"跇","예",,1
5753,"郳","예",,1
5754,"銳","예",,1
5755,"霓","예",,1
5756,"預","예",,1
5757,"鯢","예",,1
5758,"鷖","예",,1
5759,"麑","예",,1
5760,"仵","오",,1
5761,"伍","오",,1
5762,"俉","오",,1
5763,"俣","오",,1
5764,"傲","오",,1
5765,"午","오",,1
5766,"吾","오",,1
5767,"唔","오",,1
5768,"啎","오",,1
5769,"嗚","오",,1
5770,"嗷","오",,1
5771,"噁","오",,1
5772,"圬","오",,1
5773,"塢","오",,1
5774,"墺","오",,1
5775,"奧","오",,1
5776,"娛","오",,1
5777,"嫯","오",,1
5778,"寤","오",,1
5779,"弙","오",,1
5780,"忤","오",,1
5781,"悟","오",,1
5782,"慠","오",,1
5783,"懊","오",,1
5784,"扷","오",,1
5785,"捂","오",,1
5786,"敖","오",,1
5787,"旿","오",,1
5788,"晤","오",,1
5789,"梧","오",,1
5790,"汙","오",,1
5791,"汚","오",,1
5792,"汻","오",,1
5793,"浯","오",,1
5794,"澳","오",,1
5795,"烏","오",,1
5796,"熬","오",,1
5797,"燠","오",,1
5798,"燠","우",,0
5799,"燠","욱",,0
5800,"牾","오",,1
5801,"獒","오",,1
5802,"珸","오",,1
5803,"窹","오",,1
5804,"筽","오",,1
5805,"聱","오",,1
5806,"茣","오",,1
5807,"蜈","오",,1
5808,"襖","오",,1
5809,"誤","오",,1
5810,"謷","오",,1
5811,"迃","오",,1
5812,"迕","오",,1
5813,"逜","오",,1
5814,"遨","오",,1
5815,"郚","오",,1
5816,"鄔","오",,1
5817,"鏊","오",,1
5818,"鏖","오",,1
5819,"隩","오",,1
5820,"驁","오",,1
5821,"鰲","오",,1
5822,"鼇","오",,1
5823,"鼯","오",,1
5824,"屋","옥",,1
5825,"沃","옥",,1
5826,"獄","옥",,1
5827,"玉","옥",,1
5828,"鈺","옥",,1
5829,"鋈","옥",,1
5830,"媪","온",,1
5831,"媼","온",,1
5832,"慍","온",,1
5833,"昷","온",,1
5834,"榲","온",,1
5835,"氳","온",,1
5836,"溫","온",,1
5837,"熅","온",,1
5838,"瑥","온",,1
5839,"瘟","온",,1
5840,"稳","온",,1
5841,"穩","온",,1
5842,"縕","온",,1
5843,"薀","온",,1
5844,"蘊","온",,1
5845,"轀","온",,1
5846,"醞","온",,1
5847,"韞","온",,1
5848,"馧","온",,1
5849,"兀","올",,1
5850,"嗢","올",,1
5851,"杌","올",,1
5852,"膃","올",,1
5853,"喁","옹",,1
5854,"壅","옹",,1
5855,"廱","옹",,1
5856,"擁","옹",,1
5857,"滃","옹",,1
5858,"瓮","옹",,1
5859,"甕","옹",,1
5860,"癕","옹",,1
5861,"癰","옹",,1
5862,"禺","옹",,1
5863,"罋","옹",,1
5864,"翁","옹",,1
5865,"蓊","옹",,1
5866,"邕","옹",,1
5867,"雍","옹",,1
5868,"雝","옹",,1
5869,"顒","옹",,1
5870,"饔","옹",,1
5871,"吪","와",,1
5872,"哇","와",,1
5873,"囮","와",,1
5874,"娃","와",,1
5875,"娃","왜",,0
5876,"婐","와",,1
5877,"枙","와",,1
5878,"洼","와",,1
5879,"渦","와",,1
5880,"猧","와",,1
5881,"瓦","와",,1
5882,"窊","와",,1
5883,"窩","와",,1
5884,"窪","와",,1
5885,"臥","와",,1
5886,"萵","와",,1
5887,"蛙","와",,1
5888,"蝸","와",,1
5889,"訛","와",,1
5890,"譌","와",,1
5891,"刓","완",,1
5892,"唍","완",,1
5893,"垸","완",,1
5894,"妧","완",,1
5895,"婉","원",,1
5896,"婉","완",,0
5897,"婠","완",,1
5898,"宛","완",,1
5899,"宛","울",,0
5900,"岏","완",,1
5901,"忨","완",,1
5902,"惋","완",,1
5903,"抏","완",,1
5904,"捖","완",,1
5905,"杬","완",,1
5906,"杬","원",,0
5907,"浣","완",,1
5908,"涴","완",,1
5909,"玩","완",,1
5910,"琬","완",,1
5911,"盌","완",,1
5912,"碗","완",,1
5913,"緩","완",,1
5914,"翫","완",,1
5915,"脘","완",,1
5916,"腕","완",,1
5917,"莞","완",,1
5918,"豌","완",,1
5919,"輐","완",,1
5920,"鋺","완",,1
5921,"鋺","원",,0
5922,"阮","완",,1
5923,"阮","원",,0
5924,"頑","완",,1
5925,"曰","왈",,1
5926,"往","왕",,1
5927,"旺","왕",,1
5928,"暀","왕",,1
5929,"枉","왕",,1
5930,"汪","왕",,1
5931,"瀇","왕",,1
5932,"王","왕",,1
5933,"迬","왕",,1
5934,"倭","왜",,1
5935,"媧","왜",,1
5936,"歪","왜",,1
5937,"矮","왜",,1
5938,"偎","외",,1
5939,"外","외",,1
5940,"崴","외",,1
5941,"嵔","외",,1
5942,"嵬","외",,1
5943,"巍","외",,1
5944,"愄","외",,1
5945,"渨","외",,1
5946,"煨","외",,1
5947,"猥","외",,1
5948,"畏","외",,1
5949,"碨","외",,1
5950,"磈","외",,1
5951,"聵","외",,1
5952,"隗","외",,1
5953,"偠","요",,1
5954,"僥","요",,1
5955,"儌","요",,1
5956,"凹","요",,1
5957,"喓","요",,1
5958,"嗂","요",,1
5959,"坳","요",,1
5960,"垚","요",,1
5961,"堯","요",,1
5962,"墝","요",,1
5963,"夭","요",,1
5964,"妖","요",,1
5965,"姚","요",,1
5966,"嫋","뇨",,1
5967,"嫋","요",,0
5968,"嬈","요",,1
5969,"嬲","뇨",,1
5970,"嬲","요",,0
5971,"尿","뇨",,1
5972,"尿","요",,0
